Date,Content,Comment
2025-10-15,https://boxd.it/9t1vPJ,* Grown up women coz you are a girl 😂
2025-10-16,https://boxd.it/9t1vPJ,Lol 4-5 movies damn that's crazy.. btw all the best for your board exams. Will wait till you watch gone girl for exchange of reviews.
2025-10-17,https://boxd.it/9t1vPJ,Santho
2025-10-17,https://boxd.it/9t1vPJ,What's your name
2025-10-17,https://boxd.it/9t1vPJ,Nice !
2025-10-22,https://boxd.it/aSyk6R,Atleast you thought of Naruto for me it was like Ninja hattori ! 😭😭😭😭
2025-10-23,https://boxd.it/aSyk6R,NGL I was totally satisfied when her body got teared into pieces! 💥👌
2025-10-24,https://boxd.it/aSyk6R,Exactly. Idha theatre la paakama ututen ! Idhu sinners laa missed in theatres and now I'm regretting it.
2025-10-25,https://boxd.it/aSyk6R,Sadly yeaa 😞✋
2025-10-30,https://boxd.it/bxqVHD,It's probably about the film. Coz no could digest Fincher's banger after witnessing it.
2025-10-30,https://boxd.it/bxqVHD,Damnn . That's good.
2025-10-30,https://boxd.it/bxqVHD,"Btw, which country?"
2025-10-31,https://boxd.it/bxqVHD,"Nice , I'm from India."
2025-10-31,https://boxd.it/7erBZB,You could've mentioned the dialogue in your log in Tamil . 😭🫡❤️‍🔥
2025-11-08,https://boxd.it/7erBZB,Ohhhooo if it's your specification then fine. But that dialogue in Tamil was literally fayar
2025-11-10,https://boxd.it/7erBZB,Especially Rajan's was the sickest.
2025-11-13,https://boxd.it/bGD8x7,"In the middle they would have slightly hyped shosanna drefyus, but it was worth it. ❤️‍🔥"
2025-11-18,https://boxd.it/bKupBD,You witnessed Fincher's work of art 📈
2025-11-18,https://boxd.it/bKupBD,That's why I kept this in my favourites. Rosemund was the sickest. U saw benjamin button ?
2025-11-19,https://boxd.it/bKXnix,Ena machi matikitiya ? 🤣🙏
2025-11-19,https://boxd.it/bKXnix,Ryt raa 😭🙏
2025-11-21,https://boxd.it/bKupBD,Yea sure
2025-11-30,https://boxd.it/bSitSL,But they made it so complicated in that film. What do you think of that ?
2025-12-02,https://boxd.it/bSitSL,Between dakota and Chris Evans
2025-12-03,https://boxd.it/bUGo1D,Yoo you don't like fight club ? 😭😭
2025-12-04,https://boxd.it/bNrhMz,Red and Andy was the best combo 😭🙏
2025-12-04,https://boxd.it/bVhRjv,Have you watched gone girl?
2025-12-05,https://boxd.it/bNrhMz,Watch Asap that's all I can say but don't rush it at the same time don't miss it 🥹🔥🙏
2025-12-08,https://boxd.it/bVhRjv,Ohh so it must be fight club for you right ?
2025-12-08,https://boxd.it/bNrhMz,Finee
2025-12-08,https://boxd.it/bV84nb,Adhelaam vaangi thara mudiyathu by arunachalam nalam virumbi... ☺️🙏
2025-12-09,https://boxd.it/bVhRjv,Woahhh nicee
2026-01-08,https://boxd.it/cvaTtn,Try <b>Bramayugam</b> !!
2026-01-08,https://boxd.it/cvaTtn,Yeaa suree. You are going to witness peak <b>Mamooty !!!! 😏</b>
2026-01-08,https://boxd.it/cvaTtn,Ikkkrrrrr that's why I recommended to watch it. But honestly idk that you watched this film by your plan or my recommendation just saying... 😅
2026-01-08,https://boxd.it/csVtVn,"Machi Master re-watch podu, 2021 pongal winner 🥳🕺☝️"
2026-01-09,https://boxd.it/cvaTtn,Ahh no mention I'm glad that you've watched it...☺️
2026-01-12,https://boxd.it/cyCllH,Needhi paravattum or thee paravatum !?
2026-01-12,https://boxd.it/cyCllH,Understandable! 😏✊
2026-01-21,https://boxd.it/cKynlJ,what dude stomach upset seri airicha ?? :) :)
2026-02-02,https://boxd.it/cWcDCb,did you watch in theatre ?
2026-02-02,https://boxd.it/cWcDCb,Then you would've enjoyed it so much
2026-03-18,https://boxd.it/dyzZG3,Yaaru da adhu spoiler soldradhu
2026-03-18,https://boxd.it/dyzZG3,Partha ku oruthar solirukaru da
2026-03-22,https://boxd.it/dCCys1,Yoo it's a theatre release or ott ?
2026-03-22,https://boxd.it/dCCys1,Ahh shucks man here they are gonna release at april 3rd... :(
2026-03-23,https://boxd.it/dD8ClR,Still u did it
2026-03-23,https://boxd.it/dD8ClR,"Podhu sevai ahh, right right ..👍"
2026-03-25,https://boxd.it/dFbQvv,Lol I think they wanted to be more realistic in pronunciation..
2026-03-25,https://boxd.it/dFbQvv,Well I really get it what you think about it and sadly some things can't be changed. Hope you enjoy the upcoming films of Harry Potter... :))
2026-03-25,https://boxd.it/dFbQvv,Ohh you've watched it. You didn't mention that you watched this in your log so I thought it was your first time. Still it will be a better experience on re-watch too. :))
2026-03-25,https://boxd.it/dFbQvv,Ohh you've watched it. You didn't mention that you watched this in your log so I thought it was your first time. Still it will be a better experience on re-watch too. :))
2026-03-25,https://boxd.it/dFbQvv,Ohh didn't see them my bad.. :)
2026-03-28,https://boxd.it/dtJnWH,“Sometimes we accept the love that we think we deserve” is the backbone of charlie 😂☝️😮‍💨
2026-04-03,https://boxd.it/dN6eg5,Long time no see..:)
2026-04-14,https://boxd.it/dXGA7V,Yoo bro I was dying to ask about this film to someone. Is it worth it I mean the horror part ?
2026-04-14,https://boxd.it/dXGA7V,"Okayy bro , thank youu for the info!!!"
2026-04-20,https://boxd.it/e37MtX,"If u don't mind , where can I get the full film in piracy?? 4 hrs 13 mins"
2026-04-21,https://boxd.it/e3GU7v,I think he's enjoying it 😃
2026-04-22,https://boxd.it/iTizF,I'm sorry for liking your review coz you got 777 likes and it was cool. So I had to break it.. 🥀
2026-05-01,https://boxd.it/eaU0RX,"Bro sits in the top batch , getting more marks and still pretending he's getting stress... 😃🙏"
2026-05-02,https://boxd.it/eaU0RX,But you enjoy it right !? 🤣☝️
2026-05-03,https://boxd.it/edivHv,In which imax (locality) you watched Micheal ?
2026-05-04,https://boxd.it/eaU0RX,Theriyadhu ! ☝️
2026-05-04,https://boxd.it/edivHv,"Ohhoo coz here there is no real Imax here, even 35 mm screen so I just wondered where you could've watched it..."
2026-05-04,https://boxd.it/edCxrp,This film was also directed by Zack ..
2026-05-06,https://boxd.it/efiqUH,You can but only you and your wife not a joint family !! :)) ☝️
2026-05-09,https://boxd.it/ehrQfV,Does it have any prequel and sequel or it's just a single short film !??
2026-05-12,https://boxd.it/ejYtwX,Call what ?
2026-05-18,https://boxd.it/eoGQ7P,Vibe aaana theatre la poi pakanum padatha. Ila na ipdi dha aagum 📉🙏
2026-05-24,https://boxd.it/dWzu6J,This is actually better than 96 🙏
2026-05-26,https://boxd.it/evkUVN,What bro ? I thought u would give 5 stars for this film... 😃☝️
2026-05-26,https://boxd.it/ei3dHR,You've finally watched it huh !? 😃😃
2026-05-28,https://boxd.it/9zuWqD,It's korean 🥀
2026-05-29,https://boxd.it/9zuWqD,"I think Perfect days is the only japnese film I watched. But, the point is are you saying like you should watch more japnese films or series to understand or you are saying they both are similar. I just want to be clear...😃"
2026-05-29,https://boxd.it/9zuWqD,"Lol My bad, I get it what you are trying to say.."
2026-06-02,https://boxd.it/eBz3v7,Jesus saw what you edited ☝️
2026-06-02,https://boxd.it/eBz3v7,🤷‍♂️
2026-06-04,https://boxd.it/eDfCCP,Typical noon shows 🥀🥀
2026-06-04,https://boxd.it/eDfCCP,Understandable have a great night ✌️
2026-06-05,https://boxd.it/eE6rBn,"I think you misunderstood it. The genre itself explains a lot. She is not suffering she's out of control. Basically it works like a dark magic thing. And to end ts he either have to kill her or himself or undo the wish with another piece. But bear took so much time to understand and he was scared to tell the exact thing to his friends just coz something may happen to them coz of nikki. In any part it doesn't feel anything mysogynistic to me. It's called obsession and that's why nikki kills every person who loves bear or loved by bear. Example Sara, his cat. First of all he itself didn't believe it but after few scenes he was confident nikki is acting coz of him. The girl character dominated the film, more importance than anyone so I don't think it is mysogynistic."
2026-06-05,https://boxd.it/eE6rBn,Yoo guys calm down. There is no point in arguing. Malik you have my support because you said nothing wrong. So chill...
2026-06-05,https://boxd.it/eE6rBn,"<b>@Kittydoe<3</b> Again it's not Nikki's fault and she doesn't even remember exactly what she was doing.. Bear slept with nikki because he was scared of her like what if she creates a mess. Nikki's only job is to love bear more than anyone. If bear finds out anything that gonna oppose her behaviour or a touch to awake the truth she's gonna become freaky nikki. You can notice at the end nikki was dressed like sara which tells that either sara likes bear or bear likes sara. So she wanna make up things to bear by dressing like her after killing sara. Clearly this film shows how a dark magic changes or ruins people's life. That's why they just used a tool, one wish willow. No mysogynistic & no toxicity just a horror + psychological thriller film took it for the entertainment purpose..."
2026-06-06,https://boxd.it/eE6rBn,It wasn't aww moment. Nikki became a freak coz of bear and even though he realised it he could'nt change the situation and the fact that he was the responsible for that shii so yeaa that's what I'm trying to say. Bear fucked her because in the middle it went smooth and bear thought the thing was over. After that he realized it became worse when Nikki called him dad !!! So yea..
2026-06-06,https://boxd.it/eE6rBn,Did I ask you to talk to me !? I'm just explaining what I was trying to say. Fine whatever you say i don't give a fuck about it.
2026-06-06,https://boxd.it/eE6rBn,@Kittydoe <3 okay we can end this. It's your opinion and i respect it. I don't wanna drag and argue.. 😃👍
2026-06-07,https://boxd.it/aCsJKr,"My thoughts on your Ps :-
Adikaradhu naala oruthar mara poradhu ila, shiva ku neraya vishayam oditu irunchu ana Avan avanoda payana pathi yosikala. So Avan theva patta time eduthukutu Avan payanuku etha oru appa va maaritan. This is the impact that was created by Anbu. Not only that his father hit him a lot as he mentioned it in the film adhuvum oru reason ah irukalam. So yeaa"
2026-06-09,https://boxd.it/eIqllT,Allu Arjun dhane hero ?
2026-06-13,https://boxd.it/eJWqYz,"Man you have a wonderful vision of writing, about a film!!!!"
2026-06-13,https://boxd.it/eJWqYz,"To be Frank I was waiting for your review, because this genre slightly feels partially out when you see the film. I beleive you are a father, so how you feel about this generation & the making of horror (just intrigued for it). For me it felt new even though I'm 20 years old. so I thought your point of view would be more interesting to hear..."
2026-06-13,https://boxd.it/eJWqYz,Yea me too!
2026-06-14,https://boxd.it/7JHxcB,Qt loves feet so much 😭🥀
2026-06-17,https://boxd.it/eORK21,Are you alr now?
2026-06-19,https://boxd.it/ePkGgL,Idk why it doesn't reach good to some people.:(((
2026-06-19,https://boxd.it/eORK21,Good for you!
2026-06-19,https://boxd.it/eQURW5,You should definitely watch the second part 😮‍💨
2026-06-20,https://boxd.it/eQURW5,Alr
2026-06-20,https://boxd.it/4w1xFj,The best review bro 😭💥
2026-06-20,https://boxd.it/eR4P7z,But the thinking of the underwater world is good. Their making & execution delivered perfectly. I think it's either run time flaw or the extension of normal plot. Is that it ?
2026-06-20,https://boxd.it/eR4P7z,Tell him it's their language or something. No other clue :)))
2026-06-20,https://boxd.it/eRDpgb,I told you right !!!!
2026-06-20,https://boxd.it/eRDpgb,Yes sir
2026-06-28,https://boxd.it/eY1JOT,One of the greatest United player ever !!!
2026-06-28,https://boxd.it/eY1JOT,Yes sir.  Did You watch baggio's film !??
2026-06-28,https://boxd.it/eY1JOT,You should see it. One of the finest film regarding documentry or biography!!!
2026-06-28,https://boxd.it/eY1JOT,Alright
2025-11-24,https://boxd.it/CWWDO,It's your list so basically no one shouldn't question it besides that the list is good!
2026-03-27,https://boxd.it/Tr3xM,Deathly hallows part-2 is the best ig 💥👌
2026-03-27,https://boxd.it/Tr3xM,Philosopher stone I actually liked very mych. It was fun but deathly hallows was a mixture and delivered a beautiful film to end the series. Anyways no could complain about your ranking since it's ur choice. Hope you enjoyed the series of Harry Potter.. :))
